1;arms_factory;228.00;10.18;1973.00;2.05;0
1;arms_factory;272.00;10.20;1974.00;6.18;0
1;arms_factory;319.00;10.38;1995.00;2.56;0
1;arms_factory;352.00;10.63;2008.00;4.12;0
1;arms_factory;330.00;10.60;2009.00;0.50;0
1;arms_factory;353.00;11.10;2024.00;4.62;0
1;industrial_complex;367.00;10.85;2042.00;5.83;0
1;industrial_complex;343.00;10.30;2037.00;2.56;0
1;industrial_complex;234.00;10.20;1969.00;5.23;0
1;industrial_complex;310.00;10.50;1992.00;1.61;0
1;industrial_complex;260.00;10.23;1981.00;4.28;0
1;industrial_complex;365.00;10.40;2006.00;1.01;0
1;air_base;266.00;10.25;2022.00;5.13;0
1;naval_base;184.00;9.50;2037.00;-1.73;8662
1;bunker;356.00;10.90;2035.00;4.18;0
1;coastal_bunker;225.00;9.50;1950.00;-0.86;0
1;dockyard;201.00;9.50;2030.00;-1.69;0
1;anti_air_building;257.00;10.20;1976.00;4.79;0
1;anti_air_building;298.00;10.30;2004.00;1.52;0
1;anti_air_building;294.00;10.55;2019.00;2.73;0
1;synthetic_refinery;313.00;10.30;2010.00;0.57;0
1;radar_station;336.00;10.30;2033.00;3.24;0
1;rocket_site;264.00;9.90;2043.00;4.79;0
1;nuclear_reactor;366.00;10.75;2043.00;2.63;0
2;arms_factory;352.00;10.40;1963.00;2.56;0
2;arms_factory;311.00;10.53;1950.00;4.12;0
2;arms_factory;281.00;10.20;1949.00;0.50;0
2;arms_factory;382.00;10.45;2028.00;4.62;0
2;arms_factory;306.00;10.40;1984.00;5.83;0
2;arms_factory;377.00;10.85;1987.00;2.56;0
2;industrial_complex;298.00;10.55;1970.00;5.23;0
2;industrial_complex;361.00;10.40;1956.00;1.61;0
2;industrial_complex;293.00;10.45;1960.00;4.28;0
2;industrial_complex;274.00;9.70;1941.00;1.01;0
2;industrial_complex;371.00;10.40;2004.00;5.13;0
2;industrial_complex;332.00;11.30;1977.00;0.06;0
2;air_base;342.00;10.63;1980.00;4.18;0
2;naval_base;307.00;9.50;1929.00;-0.69;8739
2;bunker;345.00;10.30;1949.00;2.12;0
2;coastal_bunker;332.00;9.50;1935.00;-0.16;0
2;dockyard;335.00;9.50;1931.00;-0.16;0
2;anti_air_building;362.00;10.53;1988.00;2.73;0
2;anti_air_building;374.00;10.60;1993.00;0.57;0
2;anti_air_building;288.00;10.30;1974.00;3.24;0
2;synthetic_refinery;356.00;10.40;1960.00;4.79;0
2;radar_station;337.00;10.50;1959.00;2.63;0
2;rocket_site;335.00;10.20;1945.00;5.30;0
2;nuclear_reactor;396.00;11.60;2017.00;1.68;0
3;arms_factory;364.00;9.75;1921.00;0.50;0
3;arms_factory;376.00;10.60;1926.00;4.62;0
3;arms_factory;378.00;10.07;1956.00;5.83;0
3;arms_factory;399.00;11.25;1966.00;2.56;0
3;arms_factory;370.00;9.90;1922.00;5.23;0
3;arms_factory;381.00;10.63;1927.00;1.61;0
3;industrial_complex;379.00;10.03;1935.00;4.28;0
3;industrial_complex;386.00;10.80;1968.00;1.01;0
3;industrial_complex;341.00;10.53;1892.00;5.13;0
3;industrial_complex;385.00;10.60;1928.00;0.06;0
3;industrial_complex;378.00;10.07;1936.00;4.18;0
3;industrial_complex;378.00;10.10;1942.00;5.74;0
3;air_base;338.00;10.15;1894.00;2.12;0
3;naval_base;416.00;9.50;1959.00;-4.30;3253
3;bunker;379.00;10.10;1937.00;1.52;0
3;coastal_bunker;376.00;9.50;1908.00;0.17;0
3;dockyard;401.00;9.50;1923.00;0.17;0
3;anti_air_building;367.00;9.95;1911.00;3.24;0
3;anti_air_building;393.00;9.60;1917.00;4.79;0
3;anti_air_building;387.00;10.00;1949.00;2.63;0
3;synthetic_refinery;385.00;9.78;1956.00;5.30;0
3;radar_station;412.00;11.25;1962.00;1.68;0
3;rocket_site;376.00;10.40;1922.00;3.24;0
3;nuclear_reactor;388.00;11.35;1927.00;1.08;0
4;arms_factory;247.00;9.70;1842.00;5.83;0
4;arms_factory;298.00;9.60;1852.00;2.56;0
4;arms_factory;329.00;9.93;1883.00;5.23;0
4;arms_factory;303.00;9.68;1869.00;1.61;0
4;arms_factory;324.00;9.75;1871.00;4.28;0
4;arms_factory;293.00;9.70;1862.00;1.01;0
4;industrial_complex;329.00;9.98;1881.00;5.13;0
4;industrial_complex;308.00;9.73;1874.00;0.06;0
4;industrial_complex;311.00;9.70;1877.00;4.18;0
4;industrial_complex;282.00;9.73;1861.00;5.74;0
4;industrial_complex;254.00;9.70;1842.00;2.12;0
4;industrial_complex;277.00;9.68;1853.00;4.79;0
4;air_base;327.00;9.70;1884.00;1.52;0
4;naval_base;284.00;9.60;1866.00;-1.02;8409
4;bunker;306.00;9.73;1872.00;0.57;0
4;coastal_bunker;303.00;9.57;1872.00;-3.99;0
4;dockyard;286.00;9.50;1855.00;-1.02;0
4;anti_air_building;287.00;9.50;1856.00;2.63;0
4;anti_air_building;318.00;11.03;1877.00;5.30;0
4;anti_air_building;295.00;9.70;1861.00;1.68;0
4;synthetic_refinery;313.00;10.53;1873.00;3.24;0
4;radar_station;274.00;9.70;1854.00;1.08;0
4;rocket_site;327.00;9.70;1885.00;3.74;0
4;nuclear_reactor;251.00;9.70;1841.00;0.13;0
5;arms_factory;88.00;9.53;1787.00;5.23;0
5;arms_factory;83.00;9.50;1784.00;1.61;0
5;arms_factory;48.00;9.60;1776.00;4.28;0
5;arms_factory;48.00;9.60;1776.00;1.01;0
5;arms_factory;48.00;9.60;1776.00;5.13;0
5;arms_factory;48.00;9.60;1776.00;0.06;0
5;industrial_complex;46.00;9.53;1775.00;4.18;0
5;industrial_complex;88.00;9.60;1788.00;5.74;0
5;industrial_complex;46.00;9.53;1775.00;2.12;0
5;industrial_complex;88.00;9.53;1787.00;4.79;0
5;industrial_complex;88.00;9.53;1787.00;1.52;0
5;industrial_complex;83.00;9.50;1784.00;2.73;0
5;air_base;49.00;9.55;1776.00;0.57;0
5;naval_base;47.00;9.50;1774.00;-1.25;2771
5;bunker;48.00;9.60;1776.00;4.79;0
5;coastal_bunker;54.00;9.50;1778.00;-1.25;0
5;dockyard;30.00;9.50;1775.00;-1.47;0
5;anti_air_building;46.00;9.53;1775.00;1.68;0
5;anti_air_building;88.00;9.60;1788.00;3.24;0
5;anti_air_building;88.00;9.60;1788.00;1.08;0
5;synthetic_refinery;88.00;9.60;1788.00;3.74;0
5;radar_station;83.00;9.50;1784.00;0.13;0
5;rocket_site;49.00;9.55;1776.00;1.68;0
5;nuclear_reactor;83.00;9.50;1784.00;5.81;0
6;arms_factory;184.00;9.70;1813.00;4.28;0
6;arms_factory;201.00;9.68;1822.00;1.01;0
6;arms_factory;174.00;9.68;1804.00;5.13;0
